nid,last_name,suffix,first_name,full_name,last_first,lcsh,lcsh_id,election_date,office,bio,bio_note,img_url,file_name,img_alt,note,bib_number,old_nid,created_by,appears_in_creators,admin_notes
4508,Famitz,,,Famitz,"Famitz, ","Famitz, 1768-1768",,1768?,,"“Signor Famitz” (fl. 1768). A member of this name was elected to the American Society on April 15, 1768, on the recommendation of APS members Dr. John Morgan and the English consul at Naples Isaac Jamineau, who described Famitz as a physician and professor of botany at the university there. No first name was given, and scholars have not been able to find any further information about Famitz or to identify him with any known resident of Naples or professor at the university. Whitfield J. Bell, Jr. speculates that Jamineau may have confused him with Domenico Maria Leone Cirillo, a more easily identified Italian polymath who fits the description of Famitz’s achievements but appears nowhere in the Society’s minutes as an elected member. (PI)",Elected to the American Society. Unidentified.,/sites/default/files/2025-04/1760-1800_82.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,170,19831,AM,,
4652,Faries,,,Faries,"Faries, ",Faries,,1744?,,"""Faries"" (?–?). This name appears on the list of corresponding members to the American Philosophical Society sent to the American Society on February 2, 1768, but no further records help to identify the individual to whom it refers. (PI)",Elected to the American Philosophical Society c. 1768. Unidentified.,/sites/default/files/2025-04/1744-1759_10.png,default_1744-1759.png,Blank portrait of a man in early/mid 18th century attire,"No texts listed in APS, AAS, LCP, ESTC, and WC nor in Sabin, Evans, Howes, or Streeter.",22,19189,AM,,
4466,Farmer,,Ferdinand,Ferdinand Farmer,"Farmer, Ferdinand","Farmer, Ferdinand, 1720-1786",no2015079008,1768,,"Ferdinand Farmer (13 October 1720–17 August 1786) was a Roman Catholic Jesuit priest, and a member of the American Philosophical Society via his 1768 election. Ferdinand ""Farmer"" Steinmeyer was born in the Swabia region of Germany, where he studied philosophy and then medicine, before entering the priesthood in 1743, volunteering for missionary service after ordination. Slated to head to China, he ended up assigned to Lancaster, Pennsylvania, where his ministered primarily to German-speaking Catholics starting in 1752. His flock of 400, nearly a third of known Pennsylvania Catholics counted in a 1757 census, spread across multiple counties: ministration meant itineration. Although transferred to Philadelphia in 1758, he ranged across the Mid-Atlantic, from New York City to middle and southern Pennsylvania to New Jersey. When British General William Howe approached Farmer to raise and chaplain a Catholic loyalist regiment, Farmer politely declined on account of his age and heath—the he resumed his itinerations. Farmer, with his colleague at St. Joseph’s Roman Catholic Church, APS Member Robert Harding, SJ, did yeoman work indeed to elevate the profile of Catholics’ American compatibility. The French alliance (and Spain’s support) virtually extinguished public anti-Catholic sentiment: members of Congress, Protestant clergy, and leading citizens attended Masses with celebratory Te Deums, paeons of thanks sung in triumph and gratitude at St. Mary’s. Farmer was appointed a trustee of the University of Pennsylvania after its 1779 reorganization. His participation in the Society was largely as a conduit for the written contributions of fellow Jesuit and APS Member, Christian Mayer, on his astronomical findings. Farmer played a crucial role in responding to the growth of Catholicism in Philadelphia, just as he continued to minister to rural Catholics. He died as he lived: aged sixty-five and suffering a chronic cough, he traveled to New Jersey to preach, against a fellow priest’s recommendation, and died a few months later. His funeral was widely attended by mourners of all sects and backgrounds. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_124.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,232,19893,JA,,
4377,Ferguson,,James,James Ferguson,"Ferguson, James","Ferguson, James, 1710-1776",n85049037,1770,,"James Ferguson (25 April 1710–16 November 1776) was a lecturer, scientist, artist, inventor, and a member of the American Philosophical Society via his 1770 election. Born in the county of Banffshire, Scotland, he was the second child of Elspeth Lobban and John Ferguson. An autodidact, James taught himself to read and gained an early understanding of mechanics by observing the workings of his father’s farm tools. As a young man, James drifted in his employment from shepherding to farming to clock-making and maintenance before deciding to pursue a career as an artist. After discovering that an apprenticeship in oil painting would be tedious and costly, he decided to focus on limning—painting miniature portraits. However, he remained curious about the natural world and its mechanics, dabbling in globe-making, medicine, and teaching mathematics. After marrying Isabella Wilson in 1739, James’s intellectual interests turned to astronomy. His inventions in this field included the “astronomical rotula,” a cardboard device used for tracking the positions of the sun and moon, and the “trajectorium lunare,” with which he could demonstrate the moon’s trajectory relative to the sun. He performed demonstrations with this second invention during a series of lectures he conducted from his place of residence. These lectures became popular, as did James’s published work, because of his talent for explaining scientific concepts in simple enough terms to be understood by the general public. In 1761, based on the merits of his writings and public teachings, the king awarded him a pension of fifty pounds per year and, in 1763, he became a fellow of the Royal Society. James had a troubled family life: he legally separated from his wife in 1773 and his oldest daughter, Agnes, disappeared and was never found. After his illness and death in 1776, it was revealed that James had amassed a small fortune through savvy and secret investments. (DNB)",,/sites/default/files/2025-04/James_Ferguson_%281710-1776%29.jpg,4377_Ferguson_James.jpg,Portrait of James Ferguson,,297,19958,JA|CF,Y,
4362,Filsted,,Samuel,Samuel Filsted,"Filsted, Samuel","Filsted, Samuel, 1743-1802",,1771,,"Samuel Filsted (1743 – March 29, 1802) was a composer and member of the American Philosophical Society, elected in 1771. He was born in Jamaica to parents who lived in Boston, married in Philadelphia, and settled in Jamaica before his birth. His father, William, was an ironmonger, merchant, and amateur musician. It is likely Samuel attended Wolmer’s School in Kingston in his youth, and was educated in music by Daniel DeLuskie, the organist of the Kingston Parish Church. He held a range of interests beyond music, including science, poetry, and painting, and sent specimens of native Jamaican butterflies to the APS. He published his oratorio Jonah in 1775 in London, with illustrations by APS Member Benjamin West and Francesco Bartolozzi. He was held in high regard by his peers in Jamaica, as Jonah was financed ahead of time by 243 subscribers. The work was the first complete oratorio written in the Americas, and performed in Jamaica, New York, and Boston, including for Geroge Washington on his 1789 inaugural tour in Boston. Filsted’s only other surviving work is Six Voluntarys for the Organ or Harpsichord. He was the organist for the Kingston Parish Church until his death on March 29, 1802.",,/sites/default/files/2025-04/1760-1800_179.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,"Works Cited <br /><br />Moder, Rosina C. and Tobi-Ann Brown. “Samuel Felsted - First documented Jamaican Composer.” Music Unites Jamaica Foundation. October 2016. Accessed June 23, 2020.<br />https://www.musicunitesjamaica.com/samuel-felsted.html<br /><br />Dox, Thurston. ""Samuel Felsted's ""Jonah"" — The Earliest American Oratorio."" The Choral Journal 32, no. 7 (1992): 27-32. Accessed June 23, 2020. www.jstor.org/stable/23547976.",313,19974,JA|CP,,
4520,Fisher,,Thomas,Thomas Fisher,"Fisher, Thomas","Fisher, Thomas, 1741-1810",no93015341,1768,,"Thomas Fisher (6 May 1741–6 September 1810) was a Quaker merchant and a member of the American Philosophical Society via his 1768 election to the American Society. He was born in Lewes, Delaware, but relocated to Philadelphia around age five. In 1756 he produced the first accurate map of the Delaware River, a testament to his marine surveying knowledge that was utilized well into the nineteenth century. He then entered into a mercantile partnership with his father and departed for Europe, bearing specimens from APS member John Bartram. Fisher’s vessel was seized by a Spanish privateer and taken to Bilbao, but he used the opportunity to record his observations and collect additional specimens for Bartram. Within a year he reached London, where he engaged in business and saw the sights: the British Museum, St. Paul’s Cathedral, Westminster Abbey, and the Tower of London. He also visited the Royal Society with Peter Collinson and toured nearby manufacturing and mining towns. And he saw Holland and France, commenting on the Jardin des Plantes in his travel diary. He returned home to find his firm flourishing, but the American Revolution disturbed this prosperity. Although the Fishers signed the Non-Importation Agreement, they proved steadfastly Loyalist. When they refused to accept Continental currency, they were deemed enemies of the state. Fisher was arrested, and when he refused to take an oath not to aid the British, he was exiled to Virginia. Following his safe return he invested in extensive western landholdings, in a brewery, and in paper mills with his nephews, APS members Thomas and Joshua Gilpin. Fisher was a member of the Union Library Company, a manager of the Silk Society and the Pennsylvania Hospital, and the first treasurer of the Westtown School. His grandson Joshua Francis Fisher was an APS member. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_72.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,158,19819,AM,,
4336,Fontana,,Felice,Felice Fontana,"Fontana, Felice","Fontana, Felice, 1730-1805",n82040910,1783,,"Felice Fontana (15 April 1730–11 January 1805) was a naturalist, physiologist, priest, and a member of the American Philosophical Society, elected in 1783. Born in Pomarolo, near Trento, Italy, he studied at the Universities of Padua and Bologna before Emperor Francis I assigned him to fill the chairs of logic and physics at the University of Pisa in 1765 and 1766. Immediately thereafter he went to Florence where he took up the position of court Physician to the Grand Duke. During his time in Florence, he organized and expanded the collections at the Pitti palace: developing extremely accurate anatomical models which caught the attention of Emperor Joseph II, who thereby requested he make a set of models for the Academy of Surgeons in Vienna. In 1775, the Museum of Physics and Natural History in Florence opened, featuring his wax models. That fall, Fontana traveled to France and England, developing contacts with many of the most prominent scientists of his age. He also found himself briefly interned in France in 1799 by insurgents despite the sympathies he held for the revolution. Nevertheless, Fontana became well known for his work: notably his experiments on the human eye (1765), parasitic plants (1766), and on the poisonous effects of snake venom (1767, 1781). Many consider him the founder of modern toxicology. Fontana suffered an apoplexy and collapsed dead on a public street in Florence. He was buried at the church of Santa Croce, not far from Galileo’s place of rest.",,/sites/default/files/2025-04/1024px-Felice_Fontana_painting.jpg,4336_Fontana_Felice.jpg,Portrait of Felice Fontana,https://www.newadvent.org/cathen/06127a.htm<br /><br /><br />https://pubmed.ncbi.nlm.nih.gov/7660364/<br /><br /><br />https://www.encyclopedia.com/science/dictionaries-thesauruses-pictures-and-press-releases/fontana-felice,405,20066,EMJ|AV,Y,
4435,Fooks,,Paul,Paul Fooks,"Fooks, Paul","Fooks, Paul, 1781-1768",,1768?,,"Paul Fooks (?–30 March 1781) was an educator, interpreter, translator, and a member of the American Philosophical Society, elected in 1768. The son of a Huguenot who fled from France to London, a youthful Fooks traveled to the West Indies where he proved a careful study of French and Spanish colonial economics. It would be his study of their languages, however, that formed the basis for his professional career. Arriving in Philadelphia in 1766, he had accepted a position at Philadelphia College, served as an interpreter for the Province and city notary, and translated articles for commercial firms all within the year. He championed learning French and Spanish for many reasons but, above all, believed “cultivating the Modern, [as] well as the Ancient Languages” could join “useful Science with Commerce” and by this language learners could “distinguish” Philadelphia. Politically, Zooks sided with the radicals in provincial politics and was “zealous to serve the Righteous cause of American Liberty.” When the Revolution came, he used his linguistic dexterity in service to the cause for independence. Pennsylvania availed itself of his translation services, including an occasion when Fooks interviewed a suspected spy. This same skill set however, could also draw unwanted attention, which is doubtlessly why British army officers placed Fooks under house arrest during the occupation of Philadelphia in the fall of 1777.  After 10 weeks, Zooks left for Lancaster and shortly thereafter Congress named him their interpreter and translator with a monthly salary that doubled a year later. By 1778, he returned to Philadelphia, moved into a home recently vacated by APS Member Joseph Galloway, and resumed his teaching and notarial work. While an infrequent attender of APS meetings, Fooks joined the call to resume APS meetings in 1779. In 1783, after Fooks had to step down as Philadelphia’s Spanish and French notary, a distant relation stepped in to fill his role: APS member Peter S. DuPonceau. When Fooks died four years later, he left his belongings (including an extensive library of two hundred volumes) to two of his friends. (PI)","Elected to the American Society before December 20, 1768.",/sites/default/files/2025-04/1760-1800_144.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,261,19922,JF,,
4445,Fothergill,,John,John Fothergill,"Fothergill, John","Fothergill, John, 1712-1780",n82207979,1770,,"<p>John Fothergill (8 March 1712–26 December 1780) was a physician, and a member of the American Philosophical Society, elected in 1770. He was born in Yorkshire, England to a Quaker family and entered a distinguished grammar school in Sedbergh. In 1728 he apprenticed under a Quaker minister who encouraged Fothergill to study medicine at Edinburgh University. He graduated with his M.D. in 1736 and continued his medical training at St. Thomas’ Hospital in London. He found difficulty establishing himself amongst the elite Londoner physicians, so he decided instead to focus his practice on the urban poor. Finally in 1744, he became the first English Edinburgh graduate to be licensed by the Royal College of Physicians. Four years later he published an account of a London epidemic in which he advised against blood-letting and purging in favor of a proper diet and a plant-based febrifuge for treatment. The instantaneous success of this book made him one of the wealthiest physicians in England. Fothergill then published early and innovative accounts of tic douloureux, migraine headaches, angina pectoris, epilepsy, tubercular meningitis, rabies, obesity, and menopause. Developing connections in the colonies, he became a political advisor to fellow Quakers in the Pennsylvania assembly. In 1757 the assembly sent Benjamin Franklin to London, where Fothergill would treat an ill Franklin shortly after his arrival. Fothergill’s relationship with America grew: he became a trustee of the Pennsylvania Land Company (1760), he published a pamphlet advocating for the repeal of the Stamp Act (1765), and he joined Franklin in an attempt to negotiate peace before the outbreak of the Revolutionary War (1775). Fothergill continued advocating for the downtrodden until his death, founding the Ackworth School in Yorkshire for the education of the poor, raising funds for the New York Hospital, supporting the abolition of the slave trade, and continuing to provide free medical treatment to the poor. He died of a urinary retention, likely having to do with prostate cancer. (DNB)</p><p>Although this bibliography excludes collections of works and serials as a general rule, researchers should note that APS holds three copies of two separate editions of the collected works edited and printed posthumously, which can be found in the catalog.</p>",,/sites/default/files/2025-04/John_Fothergill_1712-1780.jpg,4445_Fothergill_John.jpg,Portrait of John Fothergill,,293,19954,JA|AV,Y,
4324,Foulke,,John,John Foulke,"Foulke, John","Foulke, John, 1757-1796",nr92026773,1784,,"John Foulke (1757–1796) was a physician, and a member of the American Philosophical Society, elected in 1784. Born into a Quaker family in Philadelphia, Foulke began his studies at the College of Philadelphia, graduating with his M.D. in 1780. He then relocated to Europe to continue his education, arriving in Paris with a recommendation letter addressed to Benjamin Franklin, America’s Minister to France at that time. Foulke then visited Germany, Holland, and London after the Revolutionary War. Returning to Philadelphia, Foulke became active in the American Philosophical Society, serving as secretary in 1786. At that time, he became equally active in his medical career: he served on the staff of the Pennsylvania Hospital, became a fellow of the College of Physicians, and held lectures on pneumatics and anatomy. During one of his lectures, he even exhibited a hot air balloon like the one he had seen in France. In 1793, Dr. Foulke helped identify the outbreak of yellow fever in Philadelphia alongside Dr. Benjamin Rush, and dedicated himself fully to treating patients throughout the city as the disease spread. Foulke died a few years later, but his scientific spirit was passed down to future generations of Foulkes: his grandson, APS Member William Parker Foulke, discovered the first full dinosaur skeleton in North America",,/sites/default/files/2025-04/1760-1800_224.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,419,20080,JF|AV,,
4556,Fox,,Joseph,Joseph Fox,"Fox, Joseph","Fox, Joseph, 1709-1779",,1768,,"Joseph Fox (1709–10 December 1779) was a carpenter and a public officeholder, and a member of the American Philosophical Society, elected in 1768. Born in Philadelphia, he learned carpentry under a master builder. He would draw on this knowledge in his subsequent career as a carpenter and building planner, but once he was financially established, he devoted more of his energies to public office. His service began in 1745 with his appointment as a city commissioner. In 1750, he was elected to the Assembly as a representative of the city of Philadelphia, and in 1753 he was re-elected as a representative of Philadelphia County, winning re-election every year through 1771. During this time Fox took a leading role in Indian affairs with APS member Israel Pemberton and attended several treaty conferences in the 1760s. These activities made him a target when the Paxton Boys marched on Philadelphia in 1764. In 1764 Fox was elected Speaker of the House, but his measured tone eventually compelled men like APS members Benjamin Franklin and Joseph Galloway to choose another figure to lead the anti-proprietary party. Fox maintained his moderate views through the American Revolution. This stance brought trouble from both sides in the conflict: the revolutionaries considered him a potential enemy, while British forces damaged his country home. He died suddenly at the end of 1779. During his time in Philadelphia he supported a number of civic and charitable organizations, serving as a manager of the Pennsylvania Hospital and subscribing to the Silk Society and City Tavern. His son George Fox was an APS member. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_55.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,129,19792,JF,,
4266,Fox,,George,George Fox,"Fox, George","Fox, George, 1759-1828",,1784,,"George Fox (27 November 1759–September 1828) was a physician, and a member of the American Philosophical Society, elected in 1784. Born the son of APS Member Joseph Fox, George Fox began attending the University of Pennsylvania in either 1773 or 1775, though allegedly he never graduated. In 1780, Fox gained a large inheritance from his late father and relocated to Europe for the next three years. During his travels, he fell ill at a chateau outside Paris, and his host quickly removed him to Paris for treatment, where Fox allegedly died. Most absurdly, the Capuchin monks tasked with his burial supposedly resurrected him. Fox later renamed his family estate, Champlost, after the French Chateau where he initially fell ill. Fox became a close friend to William Temple Franklin, grandson and Paris-based secretary of Benjamin Franklin. After the passing of both Franklins, many of the senior Franklin’s letters were inherited by Fox (most of which eventually came into the American Philosophical Society’s care via Fox’s son, Charles P. Fox). After returning to Philadelphia in 1783, Fox became a prominent man in political affairs: he worked as representative for Philadelphia to the State Assembly (1800), acted as a director of the Bank of the United States (starting in 1799 or 1812), and he served as trustee of his alma mater from 1789 to 1791, whereupon he retired the position only to return from 1812 until his “final” death in 1828.",,/sites/default/files/2025-04/1760-1800_226.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,423,20084,JF|AV,,
4579,Foxcroft,,John,John Foxcroft,"Foxcroft, John","Foxcroft, John, 1790-1768",,1768,,"John Foxcroft (?–c. 13 May 1790) was the joint deputy postmaster general for the Northern District of North America with Benjamin Franklin and a member of the American Philosophical Society and the American Society, elected to both in 1768. Little is known of his early years in England, but by 1753 he had immigrated to Virginia. In 1758 he became private secretary to Governor Francis Fauquier, and three years later he was named deputy postmaster general with Franklin. In 1763 Foxcroft and Franklin journeyed from Virginia to New Hampshire, inspecting post roads, publishing rate tables, training postmasters, and ensuring the system’s solvency. The two became friendly, with Franklin asking Foxcroft to handle some of his wife’s business affairs. In 1765 Foxcroft moved to Philadelphia, where he continued to improve the postal system: he established new routes, chose riders, and took steps to guarantee the mail’s security, all while forwarding accounts to Franklin in London. In 1766 he named his brother, APS member Thomas Foxcroft, postmaster of Philadelphia. During a visit to England, John joined Franklin and others in forming the Grand Ohio Company. He returned to Philadelphia in 1770, but in 1772 British authorities relocated the headquarters of the American post office to New York and Foxcroft followed. The American Revolution brought trouble for the postmaster general. Mail was seized in transit and read publicly, and the Sons of Liberty endorsed a rival postal system beyond the crown’s control. Although he had purchased two dozen copies of John Dickinson’s Letters from a Farmer in Pennsylvania, Foxcroft remained a Loyalist. He was imprisoned in 1776 after refusing to take the oath of allegiance. Once freed, he became the head of the British Post Office’s packet service at New York, a post he held until his death in 1790. (PI)",Elected to the revived American Philosophical Society and the American Society.,/sites/default/files/2025-04/1760-1800_70.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,154,19815,AM,,
4501,Foxcroft,,Thomas,Thomas Foxcroft,"Foxcroft, Thomas","Foxcroft, Thomas, 1785-1768",,1768,,"Thomas Foxcroft (?–29 June 1785) was postmaster of Philadelphia and a member of the American Philosophical Society via his 1768 election to the American Society. Little is known about his early life. He was born in England and immigrated to Philadelphia in 1764 when his brother, APS member John Foxcroft, offered him the position of postmaster. John was joint deputy postmaster general for the Northern District of North America with Benjamin Franklin, with whom Thomas became friendly. Thomas sent Franklin barrels of Pennsylvania flour in London and helped manage Mrs. Franklin’s finances during her husband’s absence abroad. During his tenure as postmaster of Philadelphia, Thomas hired riders, fielded queries and complaints, and oversaw the system’s finances. In 1770 he was appointed comptroller for the Northern District. He was a subscriber to the Library Company of Philadelphia, a founder of the Society of Sons of St. George, and a formidable chess player. He also subscribed to John Hawkesworth’s A New Voyage round the World … performed by Captain James Cook (1774) and donated to the Pennsylvania Hospital, the College of Philadelphia, and the Silk Society. He co-owned lands in Lancaster and Bedford counties with APS member Joseph Galloway. Foxcroft remained loyal to the crown during the American Revolution. After losing his position as postmaster, he sought refuge in New York and then in England, where he died suddenly in 1785. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_120.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,224,19885,AM,,
4249,Franklin,,Benjamin,Benjamin Franklin,"Franklin, Benjamin","Franklin, Benjamin, 1706-1790",n79043402,1743,"First secretary of the original APS (1743-1744), president of the unified APS (1769-1790)","<p>Benjamin Franklin (6 January 1706–17 April 1790) was a printer, writer, diplomat, inventor, scientist, slaveholder, and the principal founder of the American Philosophical Society. Born in Boston, the youngest of over a dozen siblings and half-siblings in a family of Congregationalist soapmakers, Benjamin Franklin only received two years of formal education, from about the ages of eight to ten. He briefly attempted to work for his father before apprenticing in his brother James’s print shop (1718), and eventually debuted his first of many literary aliases, <em>Silence Dogood</em>, in his older brother’s newspaper (1721). Two years later, Franklin escaped the tumult of his brother’s shop to eke out his own printing career in Philadelphia. He worked in the shop of Samuel Keimer for about a year before sailing to London to expand his horizons once more. In London, Franklin discovered he did not have access to the capital previously promised by the recently befriended Governor of Pennsylvania, but he scraped by working in various print shops until he returned to Philadelphia in 1726. The following year, Franklin became the manager of Keimer’s shop and had formed the <em>Junto </em>, a “society for mutual improvement,” and precursor of the APS. Franklin soon broke ties with Keimer and began his own print shop (1728), the fruits of which would influence public policy when Franklin published an essay advocating for paper currency (1729), and thereafter Pennsylvania adopted the practice. Franklin then purchased Keimer’s <em>Pennsylvania Gazette</em> (at a notably low price, as Franklin had orchestrated the paper’s downfall during his break with Keimer), and that same year, became Pennsylvania Province’s official printer, due to his growing connections with the Assembly (1729). </p><p>In 1730, Franklin began his common-law marriage with Deborah Reed, who he previously courted before leaving for England. He gained admission as a Freemason in 1731 and in 1734 became Grand Master. Despite his humble beginnings and lack of formal education, Franklin now operated in the elite circles of Philadelphia: he founded the Library Company of Philadelphia (1731), began <em>Poor Richard’s Almanac</em>(1731), and leveraged his public influence to found Philadelphia’s first fire company (1736). That same year he invented an anti-counterfeit paper currency which he printed for New Jersey by using casts of biological leaves to make flawless replication impossible. Franklin’s passion for studying natural phenomena also took root in this era. He observed local weather patterns, correctly theorized the mechanics of waterspouts, and developed the most efficient fireplace to date (1740–1744). Franklin also began dabbling with civil and political matters, becoming clerk of the Pennsylvania Assembly in 1736, and postmaster of Philadelphia the subsequent year.</p><p>In 1743 Franklin published <em>A Proposal for Promoting Useful Knowledge</em>, which laid the groundwork for the establishment of the APS, though it took some time for the Society to blossom to full flower. Beginning in 1745, Franklin began in earnest his electrical experimentation: in a 1747 letter to Peter Colinson, Franklin recounted some of his experiments that disproved the dominant theory that there are two kinds of electricity, and correctly proposed the view that there are merely two kinds of the same energy, which he dubbed <em>plus</em> and <em>minus</em>. Franklin’s electrical experiments became a public spectacle. His 1751 publication of <em>Experiments and Observations on Electricity</em> encouraged the most famous of his experiments—the 1752 kite-and-key—which further validated his assertion that lightning is electric in nature. This discovery resulted in the invention of a lightning rod to protect buildings from such phenomena. Together they won him the high honor of the Copley Medal from the British Royal Society (1753). Simultaneously, Franklin also established the academy which later became the core of the University of Pennsylvania (1749), promoted and raised funds for the creation of the Pennsylvania Hospital (which opened in 1752), and continued writing for the <em>Gazette</em> and <em>Poor Richard’s</em>.</p><p>In 1748, Franklin retired from printing in time for his legislative career to begin: in 1749 he was nominated as a councilman on the common council of Philadelphia, and not long after, a justice of the peace (1751), and additionally joint-deputy postmaster-general of North America. He also created the nation’s first political cartoon, a cut-up snake representing the fractured North American colonies, accompanied with the caption “Join or Die.” Franklin rallied for unification in the face of French encroachment at the Albany Conference (1754), and he became additionally concerned with the colonists’ lack of representation in British Parliament. In 1757, the Pennsylvania Assembly sent Franklin to London to protest unequal taxation, and to this end, he began a pro-American propaganda campaign in the London media, and eventually won the equitable property tax rates, but the proprietary governors, the Penn family, vetoed the idea. Franklin also made myriad political and intellectual connections while abroad, meeting figures like David Hume and Adam Smith during his travels through the British Isles.</p><p>He returned home in 1762, and two years later he briefly served as speaker of the Pennsylvania House before undertaking another diplomatic assignment to Britain, to once again protest the Penn family’s grip on Pennsylvania, as they continued blocking all attempts at fair taxation. But Parliamentary debates on the Stamp Act made the question of fair taxation unavoidable. Despite Franklin’s efforts, the Stamp Act passed and galvanized anti-British sentiment in the American colonies. Franklin generated and distributed anti-Stamp Act material en masse and eventually managed to convince the English Parliament to repeal the measure altogether–thereby cementing himself at the forefront of the American cause. Despite this victory, Parliament still stalled on disenfranchising the State’s proprietors. For his part, Franklin spent much of his mission traveling through mainland Europe, ingratiating himself in intellectual circles, gaining membership to myriad learned institutions, and promoting the APS and its findings along the way. Around this time the APS had become fully organized and elected Franklin its president (1769), a position he held until his death.</p><p>Franklin’s diplomatic mission to Britain dissolved. While the imperial compromise was already foundering Franklin triggered a whistleblowing controversy in 1775: he leaked the correspondence of the Governor of Massachusetts and his government and revealed the Governor's complicities in the Crown’s repression of the colonists. After the resulting Boston Tea Party, members of the British government excoriated Franklin in Parliament. He attempted to salvage relations between Crown and colony but failed and returned home.</p><p>Upon landing in Philadelphia, the Pennsylvania Assembly unanimously selected Franklin as their delegate to the Second Continental Congress wherein he composed his own <em>Articles of Confederation,</em> became the first effective secretary of state, and undertook a diplomatic mission to Canada (to join the rebellion as a fourteenth colony) as the Continental Army undertook an invasion with support from the largely Roman Catholic populace. While they took Montréal they ultimately failed.</p><p>On return, Franklin joined the committee to draft the Declaration of Independence. Though Thomas Jefferson penned the near entirety of the document, Franklin served as one of the five editors (The Committee of Five). After the provisional passage of the <em>Declaration</em> (4 July 1776), Franklin served as president of the Pennsylvania state convention before sailing out later that year on a diplomatic mission to France.</p><p>In Versailles he exploited the French image of the rugged colonial outdoorsman and their Rousseauian passion for such back-to-nature individualists to its full effect. He moved between royals and nobles, thinkers and tradesmen, and successfully negotiated French financial and military support (1778). Now minister plenipotentiary to France, Franklin oversaw prison exchanges, arms shipments, and funneled French capital to Congress back overseas.</p><p>After General Cornwallis’s surrender in 1781, Franklin joined the team sent to negotiate the peace, and their efforts finally culminated in 1784. Thereafter he left his residence in Passy and characteristically spent the voyage home writing and musing on various scientific topics. He returned to a historic reception and soon thereafter began his tenure as president of Pennsylvania’s supreme executive council (1785), whereby he became effective governor of the state. He additionally served in the Constitutional Convention, where he promoted the “Great Compromise” that established two legislative bodies, one with equal representation per state and the other proportional (1787). Despite having been a slaveholder himself, he exemplified the complex delusions of the period and President of the Pennsylvania Society for Promoting the Abolition of Slavery during this time (1787). He retired from public life in 1788 and died of pleurisy in early 1790. His body was laid to rest in Christ Church burial ground, alongside many of his fellow fathers of the nation. (ANB, ODNB, PI)</p><p><span style=""font-size: 60px"">☟ </span></p><p>These are less errata—a term Franklin much loved—than addenda which attempt to address caveats unique to his bibliography. In general, the below does not represent every single copy of every edition held by the American Philosophical Society; the bibliography points to APS First Editions at times, which should allow researchers to locate all copies either via title or using the “Browse Shelf” feature as necessary. We do not below cover every Franklin imprint edition in every translation, and generally as a rule, stop chronicling a year after his death in 1790. There are a few exceptions, though, too, such as the first imprint detailing the rules of the Junto, below as 3.037. The Metropolitan Museum of Art saw fit to deposit its William H. Huntington collection of Frankliania in 1926, some 450 pieces. Many holdings appear below and are acknowledged in the catalog. References are not exhaustive because at the scale of Franklin’s various editions and reprints, choosing to include everything would make the bibliography visually exhausting and would do little to assist researchers. Researchers should generally find waypoints to our usual bibliographic authorities. Here we also include references to Paul Leicester Ford’s Franklin Bibliography (1889) when retained by our production system or when easily at hand and sensibly necessary.</p>",Elected to the original American Philosophical Society in 1743. Elected to the American Society in 1768.,/sites/default/files/2025-04/Joseph_Siffrein_Duplessis_-_Benjamin_Franklin_-_Google_Art_Project%281%29.jpg,4249_Franklin_Benjamin.jpg,Portrait of Benjamin Franklin,Wikipedia already says APS though it doesn't have sidebar.,3,19531,JA,Y,
